都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
152188,3000500038,新潟県,五泉市,慈光寺虚空蔵堂,ジコウジコクウゾウドウ,,,登録有形文化財,建造物,,新潟県五泉市別所字上1318,,37.671818,139.168532,,,1,棟,,慈光寺,2012-02-23,常時公開（外観のみ）,,,,,,別所に建立された虚空蔵堂です。,,虚空蔵堂は、奈良時代の僧・行基が刻んだ虚空蔵尊を、当地にお堂を建立して安置したことに始まると伝えられています。地域では「別所の虚空蔵様」と呼ばれ大変親しまれています。現在の虚空蔵堂は、宝暦4年（1754）の火災直後に再建したもので、基本的な骨格は建築当初の姿を保っています。その構造は豪快で力強くあると同時に、質のよさをあわせもつものになっています。本格的な仏堂形式を持つお堂として大変貴重です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500039,新潟県,五泉市,慈光寺山門,ジコウジサンモン,,,登録有形文化財,建造物,,新潟県五泉市蛭野870,,37.636716,139.192897,,,1,棟,,慈光寺,2012-02-23,常時公開,,,,,,霊峰白山の麓に座す曹洞宗の古刹、慈光寺の山門です。,,応永10年（1403）頃、傑堂能勝によって中興開山され、江戸時代には越後四ヶ道場のひとつとして繁栄しました。建物は宝暦5年（1755）の火災後に再建したもので、本堂は宝暦13年（1763）、庫裏は宝暦9年（1759）、禅堂及び衆寮、山門、回廊、経蔵は江戸時代後期の建築です。新潟県内でも回廊を残す曹洞宗寺院はまれであり、大変整った七堂伽藍を持つ貴重な寺院です。登録は本堂、庫裏、禅堂及び衆寮、山門、回廊、経蔵の6棟です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500040,新潟県,五泉市,慈光寺禅堂及び衆寮,ジコウジゼンドウオヨビシュウリョウ,,,登録有形文化財,建造物,,新潟県五泉市蛭野870,,37.636925,139.192928,,,1,棟,,慈光寺,2012-02-23,常時公開,,,,,,霊峰白山の麓に座す曹洞宗の古刹、慈光寺の禅堂及び衆寮です。,,応永10年（1403）頃、傑堂能勝によって中興開山され、江戸時代には越後四ヶ道場のひとつとして繁栄しました。建物は宝暦5年（1755）の火災後に再建したもので、本堂は宝暦13年（1763）、庫裏は宝暦9年（1759）、禅堂及び衆寮、山門、回廊、経蔵は江戸時代後期の建築です。新潟県内でも回廊を残す曹洞宗寺院はまれであり、大変整った七堂伽藍を持つ貴重な寺院です。登録は本堂、庫裏、禅堂及び衆寮、山門、回廊、経蔵の6棟です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500041,新潟県,五泉市,慈光寺のスギ並木,ジコウジノスギナミキ,,,県指定天然記念物,,慈光寺,新潟県五泉市蛭野,,37.639005,139.190863,,,136,本,,慈光寺,1975-03-29,常時公開,,,,,,樹齢300年から500年と言われるスギ並木です。,,曹洞宗越後四ヶ道場のひとつとして、古くから信仰を集めてきた名刹、慈光寺。その500ｍに渡る参道には樹齢300年から500年と言われるスギ並木があります。136本のスギの巨木が並ぶ景観は大変美しく、慈光寺の歴史を訪れる人々に伝えています。県下でも最大規模を誇ると言われている大変貴重なスギ並木です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500042,新潟県,五泉市,慈光寺本堂,ジコウジホンドウ,,,登録有形文化財,建造物,,新潟県五泉市蛭野870,,37.637004,139.193204,,,1,棟,,慈光寺,2012-02-23,常時公開,,,,,,霊峰白山の麓に座す曹洞宗の古刹、慈光寺の本堂です。,,応永10年（1403）頃、傑堂能勝によって中興開山され、江戸時代には越後四ヶ道場のひとつとして繁栄しました。建物は宝暦5年（1755）の火災後に再建したもので、本堂は宝暦13年（1763）、庫裏は宝暦9年（1759）、禅堂及び衆寮、山門、回廊、経蔵は江戸時代後期の建築です。新潟県内でも回廊を残す曹洞宗寺院はまれであり、大変整った七堂伽藍を持つ貴重な寺院です。登録は本堂、庫裏、禅堂及び衆寮、山門、回廊、経蔵の6棟です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500043,新潟県,五泉市,視後平の滝,シゴヘイノタキ,,,市指定名勝,,,新潟県五泉市小面谷2930外,,37.640851,139.279917,,,1,ヶ所,,個人,2000-08-22,常時公開,,,,,,川内地区にある落差30ｍの滝です。,,川内の山々は、早出川の浸食により深いV字の渓谷を形成し、渓谷に流れ込む沢も険しい谷を刻んでいます。この滝は深い谷と水の浸食により造り出されたもので、周辺の自然と一体となり、美しい景観を見せています。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500044,新潟県,五泉市,周防杉,スオウスギ,,,市指定天然記念物,,羽黒神社,新潟県五泉市長橋乙800,,37.696658,139.140504,,,1,本,,羽黒神社,1976-02-27,常時公開,,,,,,長橋集落の羽黒神社境内に立つご神木です。,,樹齢900年以上と伝えられ、高さ35ｍ、幹回りは6.9ｍにもおよびます。平安時代、越後に進軍してきた黒鳥兵衛と羽生田周防守が合戦。周防守は討たれ、妻は夫の首を奪い返してこの地に逃れます。その後、周防守を慕う村人たちは、羽黒神社境内に八幡宮を建てて周防守の首を祀りました。このような伝説が由来となり、この杉は「周防杉」と呼ばれるようになったと伝えられています。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500045,新潟県,五泉市,住吉神社（本殿・拝殿）,スミヨシジンジャ（ホンデン・ハイデン）,,,市指定有形文化財,建造物,,新潟県五泉市村松甲5959,,37.686502,139.177500,,,1,棟,,住吉神社,1992-06-29,常時公開（外観のみ）,,,,,,大同元年（806）に祀られたと伝えられる古社です。,,もともと市神として祀られていましたが、寛文2年（1662）に村松藩主堀直吉が堀家の祖霊を祀り、村松五社のひとつとして優遇しました。現在の本殿は、天明8年（1788）の村松藩祖堀直竒150年忌に再建、拝殿は天保9年（1838）の直竒200年忌に再建されたものです。7月28・29日の祭礼には、「ちゃんちゃこばばさ」と呼ばれて親しまれている高砂人形が飾られ、境内の池には船神輿が浮かべられます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500046,新潟県,五泉市,善願の虫送り,ゼンガンノムシオクリ,,,市指定無形民俗文化財,,,新潟県五泉市赤海,,37.743237,139.200022,,,,,,善願町内会,2015-07-23,,,,,,,阿賀野川・早出川流域で行われてきた虫送り行事です。,,長年風土病であるツツガムシ病の被害に苦しめられてきた、阿賀野川・早出川流域で行われてきた虫送り行事の中で、唯一行われている行事です。祈祷の後、五色の旗を持った人々が虫除け地蔵を担いで集落を回り、橋の上から五色旗を流した後、火渡りを行います。祈祷、行事、火渡りといった多重構造を持ち、他の地域の虫送り行事には見られない修験道の要素を取り入れており、地域の歴史や人々の祈りを今日に伝える、貴重な民俗行事です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500047,新潟県,五泉市,館之内の大杉,タテノウチノオオスギ,,,市指定天然記念物,,,新潟県五泉市丸田戊45,,37.743946,139.140667,,,1,本,,個人,1985-10-31,常時公開,,,,,,丸田集落の山すそにそびえる熊杉の大木です。,,樹高は35ｍ、幹回りは約8.7ｍ、推定樹齢は500年以上とされています。すくそばにある小さなお堂のご神木と伝えられています。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500048,新潟県,五泉市,銅造観音菩薩立像,ドウゾウカンノンボサツリュウゾウ,,,県指定有形文化財,美術工芸品,願成寺,新潟県五泉市川瀬518,,37.720347,139.193854,,,1,躯,,願成寺,1960-03-28,,,,,,,奈良時代前期の金剛仏です。,,ろう型原型から鋳造されたもので、ほほからあごにかけては柔らかい円味が加わっています。体の姿はのびのびとした自然さがあり、顔かたちの穏やかさと相まって奈良時代前期の金剛仏の佳品といえます。台座を含めた高さは30.5㎝、像の高さは25.3㎝。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500049,新潟県,五泉市,（伝）南英謙宗真筆碧巌事考,（デン）ナンエイケンシュウシンピツヘキガンジコウ,,,市指定有形文化財,美術工芸品,慈光寺,新潟県五泉市蛭野870,,37.636735,139.193318,,,6,巻,,慈光寺,1989-07-21,,,,,,,南英謙宗が著した書物です。,,碧巌事項は、室町時代の禅僧である南英謙宗が禅宗の重要な教本『碧巌録』に学問的な注釈を加え著した書物です。南英謙宗は村上市にある耕雲寺を開いた傑堂能勝に学び、新潟市西蒲区岩室に種月寺を建立した学僧で、この書籍は南英謙宗本人が書いたものだと伝えられています。全10巻中6巻が残っています。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500050,新潟県,五泉市,新潟県立村松高校（旧新潟県立工業高校）正門,ニイガタケンリツムラマツコウコウ（キュウニイガタケンリツコウギョウコウコウ）セイモン,,,登録有形文化財,建造物,新潟県立村松高等学校,新潟県五泉市村松甲5545,,37.687330,139.181187,,,1,基,,新潟県知事,2008-03-07,常時公開,,,,,,旧新潟県立工業学校の正門です。,,昭和36年（1903）、村松に県下初の工業学校である新潟県立工業学校が開校しました。この正門も開校の頃に建設されたと考えられています。レンガ造りの門柱3本で構成され、各門柱の組み方の違いに特徴がみられます。新潟県の工業学校の歴史や当時の面影を伝える貴重な資料です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500051,新潟県,五泉市,帛の帯,ハクノビ,,,市指定無形文化財,芸能,,,,,,,,,,,帛の帯保存会,1985-10-31,,,,,,,五泉独特の踊りです。,,踊り手は白紙一枚の上で踊るとされ、その装束や小道具は紋付き袴を着け、腰に白扇を差します。伝承によれば、江戸時代から継承されていたといわれていますが、今日踊られている帛の帯は、江戸時代末期から明治初期にかけて作り上げられたと考えられています。明治・大正・昭和・平成の数度にわたる衰退期を経ながらも五泉の人々の努力によって継承されてきた大切な芸能です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500052,新潟県,五泉市,八幡宮本殿,ハチマングウホンデン,,,県指定有形文化財,建造物,,新潟県五泉市矢津1896,,37.695584,139.202254,,,1,棟,,矢津八幡宮,1986-03-28,常時公開（外観のみ）,,,,,,大同2年（807）に矢津に祀られた八幡宮です。,,矢津八幡宮は征夷大将軍としてこの地を訪れた坂上田村麻呂が大同2年（807）、戦勝祈願のため祀ったと伝えられています。江戸時代には村松藩五社のひとつとして優遇され、武人の守護神として信仰を集めました。本殿全体の木柄は太く、軸部や妻飾りなどは江戸時代初期の形式をよくとどめ、その時代の建築様式を今に残す貴重な建築物です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500053,新潟県,五泉市,布袋町布袋屋台及び付属文書,ホテイチョウホテイヤタイオヨビフゾクブンショ,,,市指定有形民俗文化財,,,新潟県五泉市粟島,,37.746677,139.178808,,,1　/　117,基　/　冊,,世話人会,1973-12-17,,,,,,,文政2年（1819）、指柳町の11人の私財を投じて建造した屋台です。,,2階に布袋の人形が乗っていることから、「布袋屋台」と呼ばれています。江戸時代、五泉には7つの屋台がありましたが、人形と一緒に完全な形で保存されているのは布袋屋台だけです。また付属文書は117冊あり、主として祭礼経費の割り当てや、入費、清算の記録が詳細に記入されています。布袋屋台や祭礼行事の一端を知ることができます。長さ4.6ｍ、幅2.69ｍ、高さ4.99ｍ。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500054,新潟県,五泉市,牧の衛守スギ,マキノエモリスギ,,,県指定天然記念物,,牧八幡宮,新潟県五泉市牧1515,,37.673773,139.140520,,,1,本,,牧八幡宮,1975-03-29,常時公開,,,,,,牧集落の八幡宮境内の斜面に立つ大きな杉です。,,牧の八幡宮は康平7年（1064）に創建されたと伝えられる古社であり、衛守スギは古くからご神木として、地域の人々に親しまれてきました。樹齢は千年以上と推定さて、日本海側特有の古代スギの特徴を持ち、力強く立つ姿は生命力にあふれ、みるものに感動を与えてくれます。高さ35ｍ、幹回り7.9ｍ。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500055,新潟県,五泉市,村松御城絵図面,ムラマツオシロエズメン,,,市指定有形文化財,美術工芸品,五泉市村松郷土資料館,新潟県五泉市村松乙2-1,,37.692947,139.168991,0250-58-8293,,1,舗,,五泉市教育委員会,2011-09-29,月火水金土日,10:00,16:00,"休館日：木曜日
　　　　　（木曜日が祝日の場合は翌日）
　　　　12月29日から翌年の1月3日まで
　　　　2月1日から2月末日まで
入館料：高校生以上　130円
　　　　団体（20人以上）100円
　　　※中学生以下　無料",,,明治44年に作成された幕末期の村松城内の図面です。,,明治44年（1911）、旧村松藩士山田岩蔵が記憶をもとに作成した図面です。正確に測量しているものではありませんが、建物の配置や名称、間取り、庭に植えられていた植物など、城内の様子について記してあります。村松城内について記録しているものは、現在のところこの絵図面だけであり村松城の姿を知る上で大変貴重です。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500056,新潟県,五泉市,村松城下図,ムラマツジョウカズ,,,市指定有形文化財,美術工芸品,五泉市村松郷土資料館,新潟県五泉市村松乙2-1,,37.692947,139.168991,0250-58-8293,,1,幅,,五泉市教育委員会,1972-06-05,月火水金土日,10:00,16:00,"休館日：木曜日
　　　　　（木曜日が祝日の場合は翌日）
　　　　　　12月29日から翌年の1月3日まで
　　　　2月1日から2月末日まで
入館料：高校生以上　130円
　　　　団体（20人以上）100円
　　　※中学生以下　無料",,,宝暦年間（1751～64）に作成された城下図です。,,村松は、江戸時代には堀家三万石の城下町でした。正保元年（1644）堀直時を初代藩主として成立し、城下町もこのころから整備がはじまりました。縮尺は一間（約180㎝）は一分（3㎜）の縮尺で道路幅は間口、奥行きなどが細かく書かれています。村松は数回の大火などで多くの資料が焼失しており、この絵図は当時の城下町村松の様子を伝える大変貴重なものです。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500057,新潟県,五泉市,村松城城郭図及び南御殿の図,ムラマツジョウジョウカクズオヨビミナミゴテンノズ,,,市指定有形文化財,美術工芸品,五泉市村松郷土資料館,新潟県五泉市村松乙2-1,,37.692947,139.168991,0250-58-8293,,2,舗,,個人,2011-09-29,月火水金土日,10:00,16:00,"休館日：木曜日
　　　　　（木曜日が祝日の場合は翌日）
　　　　12月29日から翌年の1月3日まで
　　　　2月1日から2月末日まで
入館料：高校生以上　130円
　　　　団体（20人以上）100円
　　　※中学生以下　無料",,,嘉永3年の村松城大改修後に作成された図面です。,,村松陣屋は、嘉永3年（1850）、第9代藩主堀直央が城主格を拝命したことにより「村松城」となり、大規模な城普請が行われました。この絵図はその後作成されたものと考えられます。城内の書入れはありませんが、城郭は大変精密に測量して記載されており、城郭内の建物、堀、土塁の位置や形が正確に描かれています。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500058,新潟県,五泉市,村松藩主第10代堀直休副葬品,ムラマツハンシュダイ10ダイホリナオヤスフクソウヒン,,,市指定有形文化財,美術工芸品,五泉市村松郷土資料館,新潟県五泉市村松乙2-1,,37.692947,139.168991,0250-58-8293,,106,点,,五泉市教育委員会,1977-04-27,月火水金土日,10:00,16:00,"休館日：木曜日
　　　　　（木曜日が祝日の場合は翌日）
　　　　12月29日から翌年の1月3日まで
　　　　2月1日から2月末日まで
入館料：高校生以上　130円
　　　　団体（20人以上）100円
　　　※中学生以下　無料",,,英林寺境内で発掘された堀直休の副葬品です。,,昭和47年（1972）、村松藩主菩提寺の英林寺境内において墓地移転の際に発掘されました。直休は天保7年（1836）、第9代藩主堀直央の次男として生まれ、安政4年（1857）、22歳で村松藩主第10代藩主となりますが、万延元年（1860）、25歳という若さでこの世を去りました。直休が愛用していた刀や脇差、漆塗りの弁当重箱、印籠、筆、文鎮、懐中時計、オルゴールなど106点におよぶ遺品は、藩主の生活を今に伝えています。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500059,新潟県,五泉市,木造僧形文殊菩薩坐像,モクゾウソウギョウモンジュボサツザゾウ,,,市指定有形文化財,美術工芸品,慈光寺,新潟県五泉市蛭野870,,37.637066,139.193323,,,1,躯,,慈光寺,2018-09-27,,,,,,,慈光寺の開山堂に安置されている文殊菩薩像です。,,白毫とよばれる仏の眉間にある白い巻き毛には水晶が用いられています。耳の形状や仏像の胴体部分を前後に繋ぐ「束」を設ける構造技法から、院派と呼ばれる仏師たちの特徴を示していて、像の底の接地部分に「心束」を彫り残すなど、古風な技法で作られています。また、像底に「永正十五年」（1518）の墨書が発見されています。高さ34.5㎝、幅26㎝、奥行き20㎝。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500060,新潟県,五泉市,薬師如来仏,ヤクシニョライブツ,,,市指定有形文化財,美術工芸品,隆善寺,新潟県五泉市三本木2-137,,37.755365,139.174096,,,1,躯,,隆善寺,1970-01-14,,,,,,,三本木の隆善寺に安置されている仏像です。,,明治以前、三本木を流れる蛇川にいる大蛇を退治しようと、波多彦左衛門という村松藩の武士が蛇の目が光るところへ行ってみたところ、不思議な光が輝き、仏像を見つけて持ち帰り、薬師堂を建立し安置したという言い伝えがあります。また、村松藩堀丹後守が馬に乗り、薬師堂の前を通ると下馬落としにあうなど、不思議な言い伝えもあります。身丈1.2ｍ、台座0.23ｍ。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
152188,3000500061,新潟県,五泉市,山境裁定絵図,ヤマザカイサイテイエズ,,,市指定有形文化財,美術工芸品,五泉市立図書館,新潟県五泉市郷屋川1-1-8,,37.739431,139.177476,0250-43-3110,,1,式,,五泉市教育委員会,2011-09-29,,,,,,,元禄4年と6年に作成された裁定絵図です。,,絵図は3枚あり、元禄4年（1691）、新発田藩領田上村・湯川村と沢海藩領橋田村・菅沢村との間で、護摩堂山頂付近の境界を巡って争いが起きた際に作成された裁定絵図が2枚と、元禄6年（1693）幕領橋田村と新発田藩金津村との間で争いが起こった際に作成された裁定絵図が1枚あります。この中で元禄4年のものは、当時では珍しい立体絵図となっています。江戸時代初期の民事訴訟や司法について把握することができるほか、近世初期におけるこの地域の状況を知ることができます。,,https://www.city.gosen.lg.jp/organization/21/7/1/1/index.html,
